codeId,code,id,name,source,version
238,238,aoYpNYdceOk2C7CSnkgO4iQ,ECU #238,SourceObdSaId,0000000000000215
239,239,a7dEay1rjAUKiAR7xztrt4A,ECU #239,SourceObdSaId,0000000000000216
240,240,aQB1vc3r9XkC8p3t84DkhaQ,ECU #240,SourceObdSaId,0000000000000217
241,241,aLMBVFFlgTkSW9M3XkUjwZQ,ECU #241,SourceObdSaId,0000000000000218
242,242,akol9FZu2s0qvF0rzlcMo8w,ECU #242,SourceObdSaId,0000000000000219
243,243,a8T-07KDsBEK7N8-V-qfUWQ,ECU #243,SourceObdSaId,000000000000021a
244,244,aYD7o16KYB0ujG_gqEAar2A,ECU #244,SourceObdSaId,000000000000021b
245,245,aT-4-AuAfVEC3hSMtBN0tBA,ECU #245,SourceObdSaId,000000000000021c
246,246,a8_FQnoeXjU-vCcKI2_3Usw,ECU #246,SourceObdSaId,000000000000021d
247,247,a0omdqjsgz0CrRbFRs0yQBQ,ECU #247,SourceObdSaId,000000000000021e
248,248,a0wAxYrYUw0a9_gXssgaVIw,ECU #248,SourceObdSaId,000000000000021f
249,249,aPXDJOSRjS0aXzESonrEBJA,ECU #249,SourceObdSaId,0000000000000220
250,250,anaFWQeFZxkWhsZ2AN7j6tg,ECU #250,SourceObdSaId,0000000000000221
251,251,aWbCKElZyd02XbcoZZoj97w,ECU #251,SourceObdSaId,0000000000000222
252,252,a0eMQW4U-0UiUhLJRKB9Qgg,ECU #252,SourceObdSaId,0000000000000223
253,253,aeftRyftXk027xjjJYEy0cw,ECU #253,SourceObdSaId,0000000000000224
254,254,axNUjljm_U0aGetZ7w6YHiA,ECU #254,SourceObdSaId,0000000000000225
255,255,aSt409qnoDEWkTrRsp6b0ew,ECU #255,SourceObdSaId,0000000000000226
500,244,ControllerObdWwhBodyId,Body (B),SourceObdSaId,0000000000000227
501,245,ControllerObdWwhChassisId,Chassis (C),SourceObdSaId,0000000000000228
502,246,ControllerObdWwhPowertrainId,Powertrain (P),SourceObdSaId,0000000000000229
503,247,ControllerObdWwhNetworkingId,Networking (U),SourceObdSaId,000000000000022a
2015,223,ajsmJIX-tGk-iukjDbuEdDg,CAN identifier addressed messages by external,SourceObdSaId,000000000000022b
2016,224,asbsw54AhPk-CG0PlFc0urg,Request CAN identifier from external to ECU #1,SourceObdSaId,000000000000022c
2017,225,a6DspMnCIIUWPVYlwuVSyuQ,Request CAN identifier from external to ECU #2,SourceObdSaId,000000000000022d
2018,226,aSD1L_H1JqUGoV4CbTDSvrw,Request CAN identifier from external to ECU #3,SourceObdSaId,000000000000022e
2019,227,a95E6S9jLQU-QG9hSIbVcFQ,Request CAN identifier from external to ECU #4,SourceObdSaId,000000000000022f
2020,228,ahOhAcJAhBEaHSeJDBKmaBw,Request CAN identifier from external to ECU #5,SourceObdSaId,0000000000000230
2021,229,aYUXDHOPETkuJofnnqTHK0Q,Request CAN identifier from external to ECU #6,SourceObdSaId,0000000000000231
2022,230,ajl7WH-Wp2kemObTPstTLaw,Request CAN identifier from external to ECU #7,SourceObdSaId,0000000000000232
2023,231,a6xfBmVm0Jky4BXWGsfYNfQ,Request CAN identifier from external to ECU #8,SourceObdSaId,0000000000000233
2024,232,apLxSARRZj0W8rMgUyMMgTw,Response CAN identifier from ECU #1 to external,SourceObdSaId,0000000000000234
2025,233,aJocJdXqDc0qH_fuYHHvnrw,Response CAN identifier from ECU #2 to external,SourceObdSaId,0000000000000235
2026,234,aOPoE07OSDE2ZpM9J9xhwMQ,Response CAN identifier from ECU #3 to external,SourceObdSaId,0000000000000236
2027,235,ajMvQzcsihUmk-DIPJabWKw,Response CAN identifier from ECU #4 to external,SourceObdSaId,0000000000000237
2028,236,aGtTy_NwAc02315pL28D5-w,Response CAN identifier from ECU #5 to external,SourceObdSaId,0000000000000238
2029,237,afr999yCvkE6kkkfhp94Rqw,Response CAN identifier from ECU #6 to external,SourceObdSaId,0000000000000239
2030,238,aW-Gd0uOKq0aOPJHFo1Wlgw,Response CAN identifier from ECU #7 to external,SourceObdSaId,000000000000023a
2031,239,aW-MW6-RKD0S7sVMsKrM5KA,Response CAN identifier from ECU #8 to external,SourceObdSaId,000000000000023b
-1,0,ControllerProprietaryFaultId,Manufacturer Specific,SourceProprietaryId,000000000000023c
-1,0,ControllerLegacyFaultId,Manufacturer Specific,SourceLegacyId,000000000000023d
-1,0,ControllerGmcccFaultId,GMCCC,SourceGmcccId,000000000000023e
-1,0,ControllerBrpFaultId,BRP,SourceBrpId,000000000000023f
-1,0,ControllerGeotabAiModelFaultId,Geotab AI Model,SourceAIModelId,0000000000000240
3000,184,ControllerDefaultGeotabAiModelId,Default Geotab AI Model,SourceAIModelId,0000000000000241
219,219,aHKmdObgmsk-l3VroK7GCxQ,**CONTROLLER 219,SourceJ1939Id,000000000000029e
1584,48,aPdseqTsUn0O7V_CzTbk7Yw,Engine Control Module,Source14Id,0000000000000243
1585,49,aQyRbRjrAlE6tFgBICqYDbQ,Brake Control Module,Source14Id,0000000000000244
1586,50,aZhlT5YDRs0yllJBr37X--g,Transmission Control Module,Source14Id,0000000000000245
1587,51,aw0TJYrtfL0WzTGFyPitfQg,Electronic Gear Shift Module,Source14Id,0000000000000246
1588,52,a_y-nqGzGLUiK_F_4F11-kg,On Board Charger,Source14Id,0000000000000247
1589,53,aUWIdj7dRkkedbQo-ZK6H0Q,Battery Energy Control Module,Source14Id,0000000000000248
1590,54,aFXr2V6O4wE-d-THYsfh3uQ,Inverter Generator Module,Source14Id,0000000000000249
1591,55,arfEIVnT690OGKKxT8L_tfQ,Inverter Electric Rear Axle Drive Module,Source14Id,000000000000024a
1592,56,aZ4reGppr6UKR0e4g_rYXgw,Differential Electric Module,Source14Id,000000000000024b
1594,58,a_aq_b3x1yEuW7zP4zD5rgg,Engine Sound Module,Source14Id,000000000000024c
1596,60,a80oAj6hP_kyp_hQrXzSwzg,Transmission Actuator Control Module,Source14Id,000000000000024d
1597,61,a3uHul0PKF0y4rsY3DZ7wTA,Exhaust Emissions Controller,Source14Id,000000000000024e
1601,65,aXtwFOxdy8EyEjrxeZF215Q,Battery Pack 1 Controller,Source14Id,000000000000024f
1602,66,aJFwjtaVeYkaA5Qnzix5asQ,Battery Pack 2 Controller,Source14Id,0000000000000250
1603,67,aKIKwO1ii9EqETvQMjsmFaQ,Battery Pack 3 Controller,Source14Id,0000000000000251
1633,97,aHW9J7CYfmEmDsS6P7FXWhQ,Sub Module of the TCM (Gear shift?),Source14Id,0000000000000252
1217,193,aPZilTmvzHUSBe9Jt_qKThw,**CONTROLLER 1217,SourceObdSaId,00000000000002e4
1017,249,am78L31_O70uhKl2rBPupFw,**CONTROLLER 1017,SourceObdSaId,00000000000002e5
225,225,aHMxGmiTiLUejlbGmYuT5QQ,**CONTROLLER 225,SourceJ1939Id,00000000000002a5
-1,0,ControllerAnyId,***Any Controller,SourceJ1708Id,00000000000002e2
-1,0,ControllerSource14AnyId,**Any Controller,Source14Id,00000000000002e3
